Tour,FED_Taux,Pions_Libres,BTC_Force,BTC_Rois,BTC_Pions,SOL_Force,SOL_Cavaliers,SOL_Pions,PEPE_Force,PEPE_Pions
17970,2.85,1186,406,3,3,30,0,5,7,1
17980,-0.5,1197,324,3,2,26,0,3,5,0
17990,1.8,1201,214,2,2,22,0,1,5,0
18000,-3.25,1181,224,2,7,30,0,5,13,4
18010,0.67,1199,234,2,2,24,0,2,5,0
18020,-2.62,1193,286,2,3,28,0,4,9,2
18030,-2.15,1160,418,2,9,88,1,9,21,8
18040,-3.99,1199,292,2,1,22,0,1,7,1
18050,-2.39,1202,252,2,1,22,0,1,5,0
18060,1.41,1200,256,2,3,24,0,2,5,0
18070,4.68,1204,370,2,0,20,0,0,5,0
18080,-1.69,1202,372,2,1,22,0,1,5,0
18090,-1.97,1199,316,2,3,24,0,2,5,0
18100,0.82,1201,272,2,1,24,0,2,7,1
18110,-1.79,1177,286,2,8,38,0,9,11,3
18120,-0.84,1187,290,2,5,34,0,7,5,0
18130,-2.64,1200,290,2,0,24,0,2,7,1
18140,-2.29,1191,316,2,3,26,0,3,9,2
18150,4.1,1205,250,2,0,20,0,0,5,0
18160,4.41,1209,210,2,0,20,0,0,5,0
18170,0.23,1194,218,2,4,28,0,4,7,1
18180,3.03,1205,250,2,0,20,0,0,7,1
18190,1.33,1193,318,2,4,26,0,3,9,2
18200,-3.61,1180,400,2,5,52,1,6,11,3
18210,-0.16,1190,260,2,5,30,0,5,7,1
18220,2.16,1199,216,2,3,26,0,3,5,0
18230,4.15,1206,250,2,0,20,0,0,5,0
18240,3.92,1206,250,2,0,20,0,0,5,0
18250,-3.66,1191,292,2,6,24,0,2,15,5
18260,-4.97,1193,286,2,3,28,0,4,9,2
18270,0.84,1196,298,2,4,26,0,3,5,0
18280,-1.6,1189,348,2,4,28,0,4,7,1
18290,-1.18,1158,424,2,12,44,0,12,13,4
18300,1.7,1122,444,2,22,138,2,19,25,10
18310,-4.09,1084,482,2,31,262,3,26,95,15
18320,2.63,1185,416,2,3,108,2,4,9,2
18330,4.5,1203,292,2,1,60,0,0,5,0
18340,-3.48,1200,252,2,1,62,0,1,7,1
18350,4.26,1203,300,2,0,62,0,1,5,0
18360,1.67,1171,384,2,7,174,3,7,9,2
18370,-4.54,1179,282,2,6,152,2,6,9,2
18380,-3.25,1177,244,2,7,172,1,6,11,3
18390,-0.02,1199,212,2,1,104,0,2,5,0
18400,0.54,1182,260,2,5,208,1,4,11,3
18410,-1.59,1191,314,2,2,188,0,4,5,0
18420,-1.61,1194,272,2,1,202,0,1,5,0
18430,3.41,1193,252,2,1,144,0,2,7,1
18440,0.75,1192,256,2,3,174,0,2,5,0
18450,1.7,1193,296,2,3,174,0,2,5,0
18460,3.59,1199,212,1,1,200,0,0,5,0
18470,-2.11,1185,236,1,3,196,1,3,11,3
18480,-0.7,1198,214,1,2,162,1,1,5,0
18490,3.61,1202,250,1,0,60,0,0,5,0
18500,-4.86,1191,334,1,2,116,1,3,5,0
18510,4.73,1206,172,1,1,60,0,0,5,0
18520,-2.69,1190,198,1,4,148,1,4,7,1
18530,0.26,1194,214,1,2,176,0,3,5,0
18540,-4.58,1169,224,1,7,248,0,9,15,5
18550,-0.24,1178,206,1,8,192,3,6,9,2
18560,-4.06,1189,158,1,4,68,0,4,15,5
18570,3.93,1204,194,1,2,60,0,0,5,0
18580,1.47,1204,132,1,1,120,1,0,5,0
18590,-2.05,1199,132,1,1,134,0,2,9,2
18600,2.85,1195,152,1,1,96,0,3,7,1
18610,1.59,1199,134,1,2,68,0,4,5,0
18620,-1.66,1200,174,1,2,82,1,1,5,0
18630,-2.33,1196,234,1,2,66,0,3,5,0
18640,0.94,1190,220,1,5,114,1,2,7,1
18650,-0.66,1174,246,1,8,210,4,5,11,3
18660,-2.04,1183,220,1,5,170,2,5,11,3
18670,4.11,1206,170,1,0,60,0,0,5,0
18680,-2.82,1195,194,1,2,66,0,3,9,2
18690,-0.81,1200,252,1,1,62,0,1,5,0
18700,3.62,1205,210,1,0,60,0,0,5,0
18710,-2.44,1178,226,1,8,76,0,8,11,3
18720,3.08,1203,230,1,0,60,0,0,5,0
18730,-3.82,1168,250,1,10,154,1,7,15,5
18740,4.65,1204,170,1,0,100,0,0,5,0
18750,-0.18,1173,208,1,9,148,0,9,7,1
18760,3.43,1200,190,1,0,112,1,1,5,0
18770,1.31,1176,222,1,6,154,0,7,11,3
18780,-1.11,1197,174,1,2,144,0,2,5,0
18790,0.29,1200,172,1,1,102,0,1,5,0
18800,-0.71,1177,186,1,8,116,0,8,7,1
18810,-4.54,1193,176,1,3,104,0,2,7,1
18820,0.15,1156,232,1,11,142,1,11,21,8
18830,-2.13,1198,210,1,0,104,0,2,5,0
18840,-2.97,1163,258,1,9,182,0,11,15,5
18850,-0.03,1187,244,1,2,214,1,2,11,3
18860,4.9,1195,210,1,0,212,2,1,5,0
18870,3.18,1198,210,1,0,170,0,0,7,1
18880,-2.99,1196,216,1,3,22,0,1,7,1
18890,2.18,1195,234,1,2,26,0,3,7,1
18900,4.07,1203,230,1,0,20,0,0,5,0
18910,-4.39,1191,264,1,2,30,0,5,7,1
18920,-4.27,1191,246,1,3,26,0,3,9,2
18930,0.61,1196,156,1,3,26,0,3,7,1
18940,-4.54,1179,146,1,8,34,0,7,11,3
18950,4.89,1204,170,1,0,20,0,0,5,0
18960,-2.11,1181,212,1,6,28,0,4,15,5
18970,-3.67,1179,214,1,7,36,0,8,7,1
18980,3.85,1193,204,1,2,26,0,3,5,0
18990,0.71,1160,224,1,12,44,0,12,13,4
19000,0.15,1172,218,1,9,54,1,7,13,4
19010,0.49,1185,212,1,6,28,0,4,7,1
19020,1.89,1200,174,1,2,22,0,1,7,1
19030,4.43,1207,170,1,0,20,0,0,5,0
19040,-4.31,1183,222,1,6,32,0,6,9,2
19050,2.43,1201,176,1,3,22,0,1,5,0
19060,-4.53,1168,328,1,9,40,0,10,13,4
19070,-2.38,1193,218,1,4,24,0,2,9,2
19080,3.47,1204,210,1,0,20,0,0,5,0
19090,3.97,1201,250,1,0,20,0,0,5,0
19100,3.55,1201,280,1,0,20,0,0,5,0
19110,-0.7,1199,254,1,2,22,0,1,7,1
19120,1.1,1181,302,1,6,36,0,8,5,0
19130,-2.49,1169,308,1,9,40,0,10,17,6
19140,4.07,1200,254,1,2,22,0,1,7,1
19150,-1.92,1196,254,1,2,26,0,3,5,0
19160,4.2,1208,210,1,0,20,0,0,5,0
19170,0.88,1202,320,2,0,22,0,1,5,0
19180,4.17,1203,320,2,0,22,0,1,5,0
19190,-4.55,1171,426,2,8,38,0,9,13,4
19200,0.42,1185,516,3,3,28,0,4,11,3
19210,-2.07,1196,376,3,3,24,0,2,9,2
19220,-2.53,1164,512,3,11,38,0,9,19,7
19230,-4.17,1172,478,3,9,36,0,8,13,4
19240,-0.76,1195,366,3,3,22,0,1,9,2
19250,-0.01,1195,366,3,3,28,0,4,5,0
19260,-2.6,1184,406,3,3,36,0,8,9,2
19270,-2.72,1185,460,3,5,28,0,4,7,1
19280,-2.1,1190,446,3,3,26,0,3,7,1
19290,-2.46,1199,414,3,2,42,1,1,5,0
19300,1.33,1201,336,3,3,20,0,0,5,0
19310,-3.82,1191,406,3,3,30,0,5,11,3
19320,4.07,1205,450,4,0,20,0,0,5,0
19330,2.18,1200,414,4,2,22,0,1,7,1
19340,-0.11,1203,412,4,1,22,0,1,5,0
19350,-4.2,1203,412,4,1,20,0,0,7,1
19360,-1.44,1198,472,4,1,24,0,2,5,0
19370,2.37,1191,448,4,4,28,0,4,5,0
19380,4.9,1203,440,4,0,20,0,0,7,1
19390,-3.96,1192,420,4,5,24,0,2,7,1
19400,1.75,1188,438,4,4,28,0,4,5,0
19410,-0.26,1195,444,4,2,26,0,3,5,0
19420,-4.55,1162,464,4,12,80,2,10,13,4
19430,-3.25,1126,522,4,21,118,3,19,25,10
19440,-1.42,1184,464,4,7,62,2,1,9,2
19450,-0.33,1196,336,3,3,24,0,2,9,2
19460,0.29,1188,414,3,2,32,0,6,9,2
19470,-4.27,1195,454,3,2,24,0,2,7,1
19480,3.52,1200,452,3,1,24,0,2,5,0
19490,1.12,1189,516,3,3,26,0,3,5,0
19500,4.14,1205,470,3,0,20,0,0,5,0
19510,-0.62,1204,372,2,1,20,0,0,5,0
19520,4.99,1205,372,2,1,20,0,0,5,0
19530,1.96,1190,440,2,5,28,0,4,9,2
19540,-0.94,1196,336,2,3,24,0,2,7,1
19550,2.42,1167,430,2,10,36,0,8,13,4
19560,4.65,1193,454,3,2,22,0,1,5,0
19570,4.33,1197,432,3,1,20,0,0,7,1
19580,-2.15,1201,372,3,1,22,0,1,5,0
19590,-1.1,1203,292,2,1,22,0,1,5,0
19600,-0.25,1174,348,2,9,36,0,8,9,2
19610,1.41,1138,368,2,19,90,2,15,23,9
19620,3.29,1206,290,2,0,20,0,0,5,0
19630,4.35,1203,310,2,0,20,0,0,5,0
19640,-3.33,1195,338,2,4,22,0,1,7,1
19650,-1.09,1187,340,2,5,32,0,6,7,1
19660,2.89,1198,334,2,2,22,0,1,5,0
19670,-0.34,1185,344,2,7,24,0,2,11,3
19680,0.48,1174,378,2,9,36,0,8,7,1
19690,-2.69,1193,364,2,2,24,0,2,9,2
19700,3.1,1201,330,2,0,22,0,1,5,0
19710,-0.95,1184,342,2,6,30,0,5,9,2
19720,4.82,1198,332,2,1,22,0,1,5,0
19730,-3.28,1191,340,2,5,24,0,2,7,1
19740,4.71,1205,330,2,0,20,0,0,5,0
19750,2.45,1176,416,2,8,52,1,6,9,2
19760,0.54,1195,394,2,2,24,0,2,9,2
19770,-2.18,1200,412,2,1,22,0,1,9,2
19780,-0.24,1188,340,2,5,30,0,5,11,3
19790,4.39,1207,330,2,0,20,0,0,5,0
19800,2.68,1175,378,2,9,32,0,6,17,6
19810,0.85,1173,346,2,8,54,1,7,23,9
19820,-1.45,1201,334,2,2,24,0,2,5,0
19830,0.23,1190,390,2,5,26,0,3,7,1
19840,-4.07,1201,352,2,1,22,0,1,7,1
19850,-3.0,1180,394,2,7,36,0,8,9,2
19860,-1.29,1194,378,2,4,26,0,3,5,0
19870,-3.29,1203,374,2,2,22,0,1,5,0
19880,-3.29,1199,472,2,1,20,0,0,7,1
19890,2.38,1183,500,2,5,32,0,6,9,2
19900,3.39,1198,314,1,2,24,0,2,5,0
19910,-2.61,1187,350,1,5,28,0,4,9,2
19920,1.44,1188,318,1,4,30,0,5,11,3
19930,-1.72,1201,344,1,2,22,0,1,5,0
19940,-1.04,1198,274,1,2,26,0,3,7,1
19950,-4.24,1205,212,1,1,22,0,1,7,1
19960,1.15,1184,166,0,8,34,0,7,9,2
19970,0.78,1201,246,1,3,26,0,3,5,0
19980,-3.95,1168,342,1,11,46,0,13,11,3
19990,-2.66,1133,390,1,20,64,0,22,23,9
20000,-1.21,1196,314,1,2,24,0,2,7,1
20010,-2.72,1159,372,1,11,80,2,10,21,8
20020,0.66,1121,458,1,19,100,2,20,37,16
20030,-3.16,1193,354,1,2,26,0,3,7,1
20040,0.32,1197,312,1,1,24,0,2,5,0
20050,-0.09,1193,300,1,5,24,0,2,7,1
20060,-0.32,1158,378,1,14,44,0,12,17,6
20070,-2.77,1201,352,1,1,22,0,1,7,1
20080,-3.44,1202,254,1,2,22,0,1,5,0
20090,-2.82,1204,214,1,2,22,0,1,7,1
20100,3.18,1206,214,1,2,20,0,0,5,0
20110,3.29,1207,230,1,0,20,0,0,7,1
20120,-4.33,1192,306,1,3,28,0,4,13,4
20130,-2.5,1203,214,1,2,24,0,2,5,0
20140,-2.2,1192,182,1,6,30,0,5,9,2
20150,4.45,1210,170,1,0,20,0,0,5,0
20160,-1.5,1205,174,1,2,22,0,1,7,1
20170,-4.89,1194,334,1,2,30,0,5,7,1
20180,1.59,1198,312,1,1,26,0,3,9,2
20190,-0.56,1207,252,1,1,22,0,1,5,0
20200,-3.17,1185,440,2,5,34,0,7,5,0
20210,0.75,1199,436,2,3,24,0,2,5,0
20220,3.45,1202,370,2,0,42,1,1,9,2
20230,-2.17,1201,512,2,1,24,0,2,5,0
20240,-3.85,1191,518,2,4,26,0,3,9,2
20250,3.96,1200,470,2,0,20,0,0,9,2
20260,-0.18,1166,614,2,7,38,0,9,19,7
20270,-3.07,1128,692,2,16,74,1,17,37,16
20280,3.5,1201,470,2,0,20,0,0,5,0
20290,-1.8,1185,538,2,4,28,0,4,11,3
20300,2.1,1187,576,2,3,22,0,1,11,3
20310,-2.33,1189,548,2,4,24,0,2,9,2
20320,1.89,1190,576,2,3,22,0,1,7,1
20330,-2.99,1195,456,2,3,24,0,2,7,1
20340,4.48,1206,372,2,1,20,0,0,5,0
20350,3.09,1207,410,2,0,20,0,0,5,0
20360,-1.68,1190,440,2,5,28,0,4,7,1
20370,-1.8,1193,496,3,3,26,0,3,7,1
20380,4.94,1208,410,3,0,20,0,0,5,0
20390,-4.92,1199,416,3,3,22,0,1,7,1
20400,-3.85,1202,414,3,2,22,0,1,7,1
20410,0.46,1195,484,3,2,26,0,3,5,0
20420,-2.65,1202,452,3,1,22,0,1,7,1
20430,4.54,1202,562,4,1,20,0,0,5,0
20440,3.61,1206,490,3,0,20,0,0,5,0
20450,-4.99,1200,456,3,3,22,0,1,7,1
20460,2.73,1189,588,4,4,28,0,4,5,0
20470,-4.35,1193,566,4,3,24,0,2,11,3
20480,-4.24,1201,532,4,1,20,0,0,7,1
20490,-2.14,1194,538,4,4,24,0,2,9,2
20500,-4.74,1202,454,4,2,22,0,1,7,1
20510,-3.58,1188,460,4,5,30,0,5,9,2
20520,4.46,1207,410,4,0,20,0,0,5,0
20530,0.35,1200,416,4,3,22,0,1,5,0
20540,-2.25,1191,478,4,4,26,0,3,9,2
20550,4.07,1208,290,3,0,22,0,1,5,0
20560,4.72,1205,320,3,0,22,0,1,5,0
20570,-1.83,1178,368,3,9,36,0,8,5,0
20580,-3.17,1205,322,3,1,22,0,1,7,1
20590,-4.46,1201,296,3,3,24,0,2,7,1
20600,0.69,1182,380,3,5,32,0,6,17,6
20610,-2.53,1199,338,3,4,24,0,2,7,1
20620,0.68,1203,360,3,0,26,0,3,9,2
20630,2.79,1170,444,3,7,46,0,13,15,5
20640,2.0,1199,340,3,5,22,0,1,5,0
20650,1.51,1195,370,3,5,26,0,3,5,0
20660,2.76,1197,484,3,2,26,0,3,5,0
20670,-4.4,1161,578,3,9,44,0,12,19,7
20680,0.22,1201,412,3,1,20,0,0,5,0
20690,-3.79,1191,458,4,4,28,0,4,7,1
20700,-2.07,1197,464,4,2,24,0,2,5,0
20710,-2.06,1204,352,3,1,22,0,1,5,0
20720,3.54,1204,330,3,0,22,0,1,5,0
20730,-1.55,1194,376,3,3,24,0,2,7,1
20740,0.08,1164,424,3,12,42,0,11,9,2
20750,2.57,1198,374,3,2,24,0,2,5,0
20760,1.52,1166,430,3,10,40,0,10,13,4
20770,4.58,1207,370,3,0,20,0,0,5,0
20780,2.92,1197,376,3,3,24,0,2,5,0
20790,-0.36,1195,376,3,3,30,0,5,5,0
20800,4.43,1202,480,3,0,20,0,0,5,0
20810,-1.79,1198,516,3,3,22,0,1,5,0
20820,0.77,1179,610,3,5,32,0,6,11,3
20830,0.31,1190,618,3,4,26,0,3,7,1
20840,-4.15,1185,540,3,5,28,0,4,13,4
20850,-0.61,1150,654,3,12,102,3,11,23,9
20860,-1.6,1194,494,3,2,24,0,2,5,0
20870,3.25,1201,492,3,1,22,0,1,5,0
20880,-1.07,1201,442,3,1,22,0,1,5,0
20890,4.19,1204,412,3,1,20,0,0,5,0
20900,0.24,1197,498,3,4,20,0,0,5,0
20910,2.77,1184,598,3,4,30,0,5,9,2
20920,-1.59,1153,778,3,9,44,0,12,17,6
20930,-3.62,1188,662,3,1,44,1,2,9,2
20940,3.01,1200,530,3,0,20,0,0,5,0
20950,-4.85,1199,452,3,1,22,0,1,7,1
20960,2.94,1203,372,3,1,24,0,2,5,0
20970,3.81,1207,370,3,0,20,0,0,5,0
20980,-0.61,1203,390,3,0,24,0,2,5,0
20990,2.99,1174,456,3,8,42,0,11,5,0
21000,-2.82,1186,328,1,4,30,0,5,9,2
21010,-3.27,1191,402,2,1,24,0,2,9,2
21020,0.49,1156,506,2,8,42,0,11,21,8
21030,4.04,1198,414,2,2,40,1,0,5,0
21040,-1.66,1197,572,2,1,24,0,2,5,0
21050,-0.92,1186,638,2,4,26,0,3,7,1
21060,3.22,1201,440,2,0,22,0,1,5,0
21070,-4.84,1189,496,2,3,26,0,3,9,2
21080,1.7,1187,440,2,5,26,0,3,9,2
21090,0.53,1157,534,2,12,80,2,10,11,3
21100,1.78,1194,496,2,3,22,0,1,7,1
21110,0.01,1180,448,2,9,32,0,6,5,0
21120,-2.26,1196,456,2,3,24,0,2,5,0
21130,0.63,1183,414,2,7,30,0,5,11,3
21140,4.93,1209,250,1,0,20,0,0,5,0
21150,3.34,1206,250,1,0,20,0,0,7,1
21160,3.67,1209,250,1,0,20,0,0,5,0
21170,2.89,1199,298,1,4,24,0,2,7,1
21180,-1.09,1201,394,2,2,22,0,1,5,0
21190,-3.93,1202,374,2,2,22,0,1,7,1
21200,-3.34,1198,336,2,3,28,0,4,7,1
21210,0.38,1193,342,2,6,28,0,4,7,1
21220,1.33,1179,388,2,9,30,0,5,17,6
21230,-1.35,1186,450,2,5,30,0,5,9,2
21240,-4.91,1191,476,2,3,28,0,4,9,2
21250,-2.41,1202,374,2,2,24,0,2,5,0
21260,3.58,1207,370,2,0,20,0,0,5,0
21270,4.59,1206,370,2,0,22,0,1,5,0
21280,1.06,1196,426,2,3,24,0,2,5,0
21290,2.68,1200,394,2,2,22,0,1,5,0
21300,1.34,1168,508,2,9,58,1,9,11,3
21310,-4.53,1182,452,2,6,34,0,7,11,3
21320,-0.62,1196,354,2,2,26,0,3,7,1
21330,-3.09,1166,374,2,12,42,0,11,11,3
21340,2.17,1188,388,2,4,26,0,3,7,1
21350,-2.17,1195,374,2,2,22,0,1,9,2
21360,-4.1,1196,296,2,3,26,0,3,7,1
21370,0.51,1205,280,2,0,22,0,1,5,0
21380,1.9,1196,248,2,4,28,0,4,5,0
21390,-0.16,1205,272,2,1,22,0,1,5,0
21400,-3.08,1205,240,2,0,22,0,1,7,1
21410,-1.29,1189,282,2,6,32,0,6,7,1
21420,4.55,1208,252,2,1,20,0,0,5,0
21430,1.16,1201,294,2,2,24,0,2,5,0
21440,0.98,1169,352,2,11,40,0,10,13,4
21450,-3.0,1202,334,2,2,24,0,2,5,0
21460,-3.91,1202,294,2,2,22,0,1,7,1
21470,4.61,1205,320,2,0,20,0,0,5,0
21480,-3.42,1183,362,2,6,28,0,4,11,3
21490,-4.03,1148,520,2,10,66,1,13,21,8
21500,-0.74,1109,636,2,18,104,2,22,39,17
21510,0.39,1187,440,2,5,28,0,4,7,1
21520,4.27,1203,370,2,0,20,0,0,5,0
21530,1.05,1177,364,2,7,54,1,7,11,3
21540,-1.43,1196,336,2,3,24,0,2,5,0
21550,-3.3,1188,398,2,4,30,0,5,5,0
21560,-3.32,1194,436,2,3,24,0,2,7,1
21570,-4.84,1196,394,2,2,22,0,1,7,1
21580,0.57,1198,400,2,0,22,0,1,5,0
21590,-0.2,1183,362,2,6,28,0,4,9,2
21600,-2.31,1189,400,2,5,26,0,3,5,0
21610,0.12,1171,426,2,8,36,0,8,13,4
21620,1.26,1178,448,2,4,34,0,7,11,3
21630,-0.74,1190,426,2,3,26,0,3,5,0
21640,3.06,1203,330,2,0,20,0,0,5,0
21650,-1.47,1190,340,2,5,46,1,3,5,0
21660,-1.72,1200,254,2,2,22,0,1,5,0
21670,4.32,1207,210,1,0,20,0,0,5,0
21680,4.24,1209,170,1,0,20,0,0,5,0
21690,3.66,1209,210,1,0,20,0,0,5,0
21700,1.74,1196,254,1,2,28,0,4,9,2
21710,-2.16,1203,214,1,2,22,0,1,5,0
21720,-4.95,1201,212,1,1,26,0,3,7,1
21730,4.94,1209,170,1,0,20,0,0,5,0
21740,-4.52,1206,172,1,1,22,0,1,7,1
21750,-1.8,1175,258,1,9,36,0,8,15,5
21760,-2.02,1196,220,1,5,24,0,2,5,0
21770,1.65,1199,266,1,3,26,0,3,7,1
21780,2.97,1206,272,1,1,20,0,0,5,0
21790,-2.85,1194,250,1,5,24,0,2,9,2
21800,-4.78,1197,334,1,2,26,0,3,7,1
21810,2.35,1201,214,1,2,22,0,1,7,1
21820,4.74,1208,200,1,0,20,0,0,5,0
21830,-2.27,1178,218,1,9,56,1,8,11,3
21840,4.93,1206,172,1,1,60,0,0,5,0
21850,-1.59,1173,208,1,9,124,1,7,17,6
21860,-1.63,1194,178,1,4,96,0,3,5,0
21870,-2.38,1199,214,1,2,62,0,1,5,0
21880,-3.92,1182,360,2,5,74,0,7,7,1
21890,-1.21,1170,368,2,9,106,0,8,13,4
21900,-2.94,1194,384,2,2,122,0,1,9,2
21910,1.63,1191,356,2,3,162,2,1,7,1
21920,-3.35,1157,394,2,12,210,2,10,15,5
21930,-0.64,1166,514,2,7,140,0,10,15,5
21940,0.85,1184,460,2,5,166,2,3,7,1
21950,0.68,1182,502,2,6,88,1,4,5,0
21960,-0.42,1182,342,2,6,110,2,5,7,1
21970,-3.54,1150,362,2,16,204,3,12,11,3
21980,-2.91,1175,324,2,7,36,0,8,17,6
21990,4.91,1207,250,2,0,20,0,0,5,0
22000,-2.53,1200,314,2,2,24,0,2,7,1
22010,4.12,1206,250,2,0,20,0,0,5,0
22020,0.9,1185,310,2,5,32,0,6,9,2
22030,4.53,1203,254,2,2,20,0,0,7,1
22040,0.95,1172,274,2,12,34,0,7,15,5
22050,-4.87,1175,398,2,4,40,0,10,11,3
22060,-1.84,1203,282,2,1,22,0,1,5,0
22070,1.38,1192,318,2,4,26,0,3,7,1
22080,0.09,1203,252,2,1,22,0,1,5,0
22090,1.73,1203,332,3,1,20,0,0,5,0
22100,-4.24,1172,466,3,8,50,1,5,15,5
22110,-4.83,1169,492,3,6,54,1,7,17,6
22120,1.28,1133,540,3,15,128,1,14,31,13
22130,4.91,1201,430,3,0,20,0,0,5,0
22140,-0.25,1201,432,3,1,22,0,1,5,0
22150,-2.1,1166,452,3,11,40,0,10,17,6
22160,1.07,1199,432,3,1,24,0,2,5,0
22170,3.14,1207,330,3,0,20,0,0,5,0
22180,3.99,1207,292,3,1,20,0,0,5,0
22190,2.65,1203,362,3,1,20,0,0,7,1
22200,-2.02,1173,420,3,10,36,0,8,11,3
22210,-3.33,1191,408,3,4,24,0,2,7,1
22220,-3.35,1202,372,3,1,22,0,1,7,1
22230,-0.72,1169,392,3,11,40,0,10,15,5
22240,4.67,1205,430,3,0,20,0,0,5,0
22250,-0.54,1201,402,3,1,22,0,1,5,0
22260,1.28,1182,410,3,5,34,0,7,7,1
22270,-2.81,1192,424,3,2,24,0,2,13,4
22280,-4.33,1176,386,3,8,34,0,7,17,6
22290,-0.84,1185,384,3,7,30,0,5,9,2
22300,2.2,1195,414,3,2,26,0,3,5,0
22310,1.07,1197,452,3,1,24,0,2,5,0
22320,-3.76,1177,422,2,6,52,1,6,15,5
22330,-3.51,1187,316,1,3,30,0,5,9,2
22340,-0.13,1191,218,1,4,28,0,4,7,1
22350,0.07,1157,266,1,13,48,0,14,15,5
22360,3.12,1201,242,1,1,22,0,1,5,0
22370,0.45,1201,292,2,1,22,0,1,5,0
22380,2.99,1199,294,2,2,22,0,1,7,1
22390,-0.19,1199,414,2,2,20,0,0,5,0
22400,-3.42,1165,470,2,10,40,0,10,13,4
22410,-1.31,1191,368,2,4,28,0,4,9,2
22420,3.51,1206,252,1,1,20,0,0,5,0
22430,4.69,1206,170,1,0,60,2,0,5,0
22440,-1.79,1206,172,1,1,22,0,1,5,0
22450,2.43,1189,228,1,4,28,0,4,13,4
22460,2.32,1154,286,1,13,62,1,11,45,10
22470,1.77,1191,262,1,6,22,0,1,5,0
22480,-2.4,1198,362,1,1,22,0,1,5,0
22490,-0.19,1165,418,1,9,40,0,10,13,4
22500,0.77,1177,402,1,6,30,0,5,9,2
22510,1.71,1190,398,1,4,26,0,3,5,0
22520,-4.08,1175,406,1,8,32,0,6,11,3
22530,0.16,1176,306,1,8,34,0,7,9,2
22540,4.85,1203,250,1,0,20,0,0,5,0
22550,1.29,1173,354,1,7,34,0,7,11,3
22560,0.06,1202,252,1,1,20,0,0,5,0
22570,-1.02,1201,292,1,1,22,0,1,5,0
22580,3.64,1203,330,1,0,20,0,0,5,0
22590,1.32,1193,366,1,3,26,0,3,7,1
22600,0.91,1168,348,1,9,34,0,7,21,8
22610,4.95,1197,322,1,1,22,0,1,7,1
22620,-2.66,1165,396,1,8,36,0,8,17,6
22630,-3.13,1172,404,1,7,36,0,8,13,4
22640,-3.63,1190,262,1,6,24,0,2,9,2
22650,4.25,1204,252,1,1,20,0,0,7,1
22660,-3.81,1203,230,1,0,22,0,1,7,1
22670,-4.32,1190,220,1,5,28,0,4,11,3
22680,-1.33,1202,174,1,2,22,0,1,7,1
22690,4.89,1209,170,1,0,20,0,0,5,0
22700,0.74,1174,370,1,5,40,0,10,15,5
22710,-3.11,1175,312,1,6,36,0,8,17,6
22720,-2.84,1137,350,1,15,74,1,17,33,14
22730,-2.47,1195,178,1,4,26,0,3,11,3
22740,-0.21,1191,202,1,6,28,0,4,5,0
22750,-4.0,1203,172,1,1,26,0,3,7,1
22760,0.47,1202,212,1,1,24,0,2,7,1
22770,1.14,1171,250,1,10,42,0,11,11,3
22780,-2.71,1137,288,1,19,74,1,17,25,10
22790,3.18,1204,210,1,0,20,0,0,11,3
22800,-4.12,1202,212,1,1,24,0,2,7,1
22810,4.81,1208,210,1,0,20,0,0,5,0
22820,-1.76,1176,230,1,10,40,0,10,9,2
22830,2.72,1191,270,1,5,24,0,2,11,3
22840,-3.45,1200,272,1,1,24,0,2,7,1
22850,-2.74,1194,276,1,3,28,0,4,9,2
22860,-4.2,1203,214,1,2,22,0,1,7,1
22870,0.61,1166,310,1,10,58,1,9,23,9
22880,4.45,1207,210,1,0,24,0,2,5,0
22890,3.95,1207,210,1,0,22,0,1,5,0
22900,-3.75,1203,174,1,2,24,0,2,9,2
22910,3.25,1202,272,1,1,22,0,1,9,2
22920,-1.9,1203,246,1,3,22,0,1,5,0
22930,-3.18,1203,254,2,2,24,0,2,7,1
22940,-4.53,1171,310,2,10,60,1,10,13,4
22950,0.9,1194,260,2,5,28,0,4,9,2
22960,2.19,1203,254,2,2,42,1,1,5,0
22970,-3.07,1172,320,2,10,60,1,10,9,2
22980,-0.27,1198,336,3,3,26,0,3,7,1
22990,-2.55,1186,422,3,6,32,0,6,9,2
23000,0.58,1158,478,3,14,64,1,12,11,3
23010,0.22,1186,404,3,7,32,0,6,9,2
23020,3.94,1201,412,3,1,22,0,1,9,2
23030,1.84,1194,426,3,3,26,0,3,7,1
23040,-4.91,1195,426,3,3,24,0,2,7,1
23050,-3.64,1193,316,3,3,26,0,3,11,3
23060,0.97,1187,466,3,3,28,0,4,5,0
23070,4.23,1205,330,3,0,20,0,0,5,0
23080,0.16,1191,360,3,5,28,0,4,7,1
23090,4.41,1209,210,2,0,20,0,0,5,0
23100,4.76,1205,292,2,1,20,0,0,5,0
23110,-3.13,1175,404,2,7,34,0,7,11,3
23120,0.17,1197,336,2,3,24,0,2,5,0
23130,-3.5,1192,336,2,3,26,0,3,7,1
23140,-4.81,1192,398,2,4,24,0,2,7,1
23150,-2.7,1186,256,2,8,50,1,5,9,2
23160,4.44,1205,250,2,0,22,0,1,5,0
23170,3.71,1204,290,2,0,20,0,0,5,0
23180,-4.52,1200,294,2,2,24,0,2,7,1
23190,1.27,1198,326,2,3,24,0,2,7,1
23200,-0.5,1202,294,2,2,22,0,1,5,0
