Tour,FED_Taux,Pions_Libres,BTC_Force,BTC_Rois,BTC_Pions,SOL_Force,SOL_Cavaliers,SOL_Pions,PEPE_Force,PEPE_Pions
10,0.73,1201,76,0,3,28,0,4,7,1
20,1.17,1165,170,0,10,66,1,13,19,7
30,1.11,1190,94,0,7,32,0,6,11,3
40,2.69,1198,110,0,5,24,0,2,7,1
50,0.0,1204,58,0,4,26,0,3,5,0
60,-4.37,1196,62,0,6,30,0,5,9,2
70,-0.05,1160,82,0,16,68,1,14,21,8
80,0.9,1210,56,0,3,22,0,1,5,0
90,-2.7,1199,78,0,4,28,0,4,9,2
100,-3.4,1208,132,1,1,20,0,0,9,2
110,-1.07,1178,228,1,9,34,0,7,15,5
120,-1.11,1184,280,1,5,38,0,9,9,2
130,-1.04,1202,218,1,4,26,0,3,5,0
140,-4.66,1203,290,1,0,24,0,2,9,2
150,0.32,1169,328,1,9,38,0,9,25,10
160,-2.3,1198,274,1,2,28,0,4,5,0
170,1.61,1203,216,1,3,20,0,0,5,0
180,-4.56,1200,220,1,5,22,0,1,7,1
190,3.96,1209,210,1,0,20,0,0,5,0
200,-2.6,1194,220,1,5,28,0,4,9,2
210,1.74,1185,244,1,7,54,1,7,7,1
220,1.36,1192,236,1,3,28,0,4,13,4
230,2.41,1182,246,1,8,30,0,5,11,3
240,-2.41,1205,272,1,1,20,0,0,5,0
250,4.44,1210,210,1,0,20,0,0,5,0
260,3.41,1204,292,2,1,22,0,1,5,0
270,0.32,1176,330,2,10,34,0,7,9,2
280,-2.38,1141,350,2,20,82,0,16,19,7
290,-0.53,1204,214,1,2,22,0,1,5,0
300,2.31,1192,240,1,5,24,0,2,11,3
310,2.67,1200,216,1,3,24,0,2,5,0
320,3.25,1209,210,1,0,20,0,0,5,0
330,-2.68,1200,214,1,2,24,0,2,9,2
340,2.93,1204,292,2,1,20,0,0,5,0
350,-2.94,1173,408,3,9,38,0,9,9,2
360,2.89,1191,398,3,4,30,0,5,9,2
370,-1.77,1198,484,3,2,24,0,2,5,0
380,-2.45,1198,506,3,3,24,0,2,7,1
390,-3.99,1196,468,3,4,26,0,3,9,2
400,2.35,1202,464,3,2,22,0,1,5,0
410,1.13,1206,410,3,0,24,0,2,5,0
420,-3.04,1191,466,3,3,30,0,5,11,3
430,3.37,1209,352,2,1,20,0,0,5,0
440,-3.98,1177,408,2,9,34,0,7,17,6
450,-0.24,1145,482,2,16,50,0,15,25,10
460,-3.62,1199,376,2,3,46,1,3,7,1
470,-1.44,1200,378,2,4,22,0,1,5,0
480,-2.75,1177,424,2,7,36,0,8,21,8
490,-4.44,1202,414,2,2,22,0,1,9,2
500,-1.57,1194,330,2,5,26,0,3,11,3
510,-2.93,1161,424,2,12,78,2,9,21,8
520,-4.52,1192,336,2,3,80,1,5,13,4
530,0.7,1205,372,2,1,22,0,1,5,0
540,4.39,1207,390,2,0,20,0,0,7,1
550,-0.22,1188,414,2,7,30,0,5,7,1
560,-2.88,1197,398,2,4,24,0,2,9,2
570,4.76,1211,290,2,0,20,0,0,5,0
580,-3.5,1205,292,2,1,24,0,2,7,1
590,3.79,1211,290,2,0,20,0,0,5,0
600,2.51,1208,294,2,2,20,0,0,5,0
610,0.47,1186,306,2,8,30,0,5,13,4
620,-4.18,1203,294,2,2,22,0,1,7,1
630,-1.22,1170,410,2,10,34,0,7,21,8
640,-1.96,1205,370,2,0,22,0,1,5,0
650,-4.25,1198,358,2,4,26,0,3,7,1
660,-1.45,1205,294,2,2,22,0,1,5,0
670,2.3,1206,192,1,1,22,0,1,7,1
680,-4.6,1200,178,1,4,28,0,4,7,1
690,0.24,1196,258,1,4,28,0,4,5,0
700,0.32,1161,296,1,13,66,1,13,15,5
710,4.83,1195,270,1,5,26,0,3,9,2
720,2.63,1191,260,1,5,32,0,6,5,0
730,0.46,1206,270,1,0,24,0,2,5,0
740,1.68,1200,256,1,3,24,0,2,7,1
750,3.19,1210,212,1,1,20,0,0,5,0
760,-1.07,1176,308,1,9,56,1,8,15,5
770,4.95,1203,272,1,1,20,0,0,5,0
780,3.41,1211,210,1,0,20,0,0,5,0
790,-4.07,1200,216,1,3,24,0,2,9,2
800,4.88,1210,212,1,1,20,0,0,5,0
810,-0.33,1200,218,1,4,24,0,2,5,0
820,-4.36,1199,216,1,3,24,0,2,7,1
830,2.98,1196,218,1,4,26,0,3,7,1
840,-2.57,1198,314,1,2,24,0,2,9,2
850,-3.55,1203,252,1,1,24,0,2,5,0
860,2.51,1200,258,1,4,22,0,1,5,0
870,0.22,1195,318,1,4,24,0,2,7,1
880,0.47,1202,254,1,2,22,0,1,5,0
890,-0.01,1202,254,2,2,24,0,2,5,0
900,2.04,1195,296,2,3,26,0,3,9,2
910,-1.56,1184,364,2,7,30,0,5,5,0
920,2.09,1182,364,2,7,32,0,6,9,2
930,0.45,1147,402,2,16,52,0,16,19,7
940,0.81,1110,508,2,24,90,1,25,33,14
950,2.9,1168,484,2,12,36,0,8,11,3
960,-0.16,1190,396,2,3,26,0,3,9,2
970,2.69,1198,334,2,2,22,0,1,5,0
980,-2.5,1196,432,2,1,24,0,2,5,0
990,0.42,1179,424,2,7,34,0,7,13,4
1000,3.98,1205,332,2,1,20,0,0,5,0
1010,1.95,1181,366,2,8,32,0,6,9,2
1020,4.58,1206,350,2,0,20,0,0,5,0
1030,2.54,1167,370,2,10,40,0,10,23,9
1040,4.34,1205,350,2,0,20,0,0,5,0
1050,2.06,1202,354,2,2,20,0,0,5,0
1060,-3.37,1185,420,2,5,50,1,5,13,4
1070,-1.02,1148,572,2,11,98,1,14,27,11
1080,-1.45,1191,532,2,1,106,2,3,7,1
1090,-2.61,1195,396,2,3,66,0,3,7,1
1100,-4.4,1198,334,2,2,82,1,1,9,2
1110,-3.98,1196,394,2,2,64,0,2,9,2
1120,-3.52,1195,394,2,2,64,0,2,11,3
1130,4.47,1202,390,2,0,80,1,0,5,0
1140,-1.39,1186,360,2,5,90,1,5,7,1
1150,-1.45,1186,398,2,4,98,0,4,9,2
1160,3.97,1199,432,2,1,64,0,2,5,0
1170,1.95,1193,396,2,3,68,0,4,5,0
1180,-0.95,1183,424,2,7,88,1,4,9,2
1190,1.39,1193,408,2,4,68,0,4,5,0
1200,0.18,1183,418,2,4,148,2,4,9,2
1210,1.76,1201,332,2,1,120,1,0,7,1
1220,4.69,1203,330,2,0,140,0,0,5,0
1230,-4.44,1170,384,2,7,314,0,7,17,6
1240,4.22,1204,330,2,0,180,0,0,5,0
1250,-0.52,1173,396,2,8,246,1,8,7,1
1260,-1.03,1179,396,2,3,242,1,6,7,1
1270,-0.96,1185,460,2,5,190,0,5,9,2
1280,0.08,1195,334,2,2,234,1,2,5,0
1290,-0.24,1190,386,2,3,242,0,1,7,1
1300,3.14,1197,440,2,0,182,0,1,5,0
1310,4.68,1197,470,2,0,220,0,0,5,0
1320,-4.6,1192,338,2,4,224,0,2,7,1
1330,1.58,1193,364,2,2,214,0,2,5,0
1340,-4.3,1197,174,0,2,282,0,1,7,1
1350,0.03,1189,198,0,4,218,0,4,7,1
1360,4.29,1205,130,0,0,210,0,0,5,0
1370,-2.81,1173,224,0,7,288,0,9,9,2
1380,-0.68,1195,136,0,3,174,2,2,5,0
1390,4.37,1209,132,0,1,100,0,0,5,0
1400,-2.21,1188,144,0,7,152,0,6,5,0
1410,-1.66,1188,268,0,4,180,0,5,7,1
1420,-0.89,1184,230,0,5,242,0,6,7,1
1430,1.09,1198,192,0,1,176,0,3,7,1
1440,0.03,1201,192,0,1,144,0,2,5,0
1450,-2.94,1187,220,0,5,230,0,5,9,2
1460,2.37,1174,220,0,5,258,1,9,13,4
1470,4.06,1204,170,0,0,220,0,0,5,0
1480,-1.47,1190,196,0,3,228,0,4,5,0
1490,4.96,1202,54,0,2,260,0,0,7,1
1500,-4.53,1172,70,0,10,336,0,8,17,6
1510,2.57,1200,90,0,0,284,0,2,5,0
1520,4.94,1204,52,0,1,220,0,0,5,0
1530,-1.12,1201,54,0,2,184,0,2,5,0
1540,-0.69,1199,74,0,2,184,0,2,5,0
1550,-0.35,1192,104,0,2,206,1,3,9,2
1560,1.73,1202,52,0,1,184,0,2,5,0
1570,-2.7,1187,62,0,6,248,0,4,9,2
1580,3.49,1206,50,0,0,180,0,0,5,0
1590,-0.09,1172,70,0,10,302,2,6,13,4
1600,-2.99,1137,108,0,19,380,2,15,23,9
1610,-0.5,1168,72,0,11,298,0,9,9,2
1620,3.3,1204,50,0,0,220,0,0,5,0
1630,1.86,1181,60,0,5,270,2,5,13,4
1640,-0.89,1198,54,0,2,294,0,2,5,0
1650,1.06,1181,66,0,8,236,0,8,5,0
1660,1.09,1171,68,0,9,328,0,9,15,5
1670,-2.2,1139,134,0,17,366,1,18,19,7
1680,-3.58,1101,208,0,24,422,3,26,35,15
1690,3.61,1204,80,0,0,140,0,0,5,0
1700,-4.58,1197,224,1,2,182,0,1,9,2
1710,1.52,1186,172,1,6,190,0,5,7,1
1720,-0.79,1185,158,1,4,252,0,6,7,1
1730,4.1,1198,192,1,1,202,0,1,7,1
1740,-1.94,1165,212,1,11,222,0,11,13,4
1750,4.91,1204,130,1,0,140,0,0,5,0
1760,-0.1,1194,136,1,3,194,0,2,5,0
1770,-4.64,1197,132,1,1,270,0,0,7,1
1780,-0.13,1194,136,1,3,244,0,2,5,0
1790,4.5,1201,132,1,1,240,0,0,5,0
1800,-3.45,1174,192,1,6,284,0,7,13,4
1810,-3.95,1199,132,1,1,242,0,1,7,1
1820,-3.11,1188,178,1,4,296,1,3,5,0
1830,0.24,1192,194,1,2,186,0,3,7,1
1840,2.53,1199,132,1,1,242,0,1,5,0
1850,4.48,1196,136,1,3,246,0,3,5,0
1860,-0.12,1198,232,1,1,204,1,2,5,0
1870,-4.16,1198,172,1,1,262,1,1,7,1
1880,-0.72,1197,236,1,3,184,0,2,7,1
1890,2.28,1191,196,1,3,188,0,4,9,2
1900,-3.04,1188,196,1,3,238,1,4,11,3
1910,2.27,1194,178,1,4,188,0,4,5,0
1920,4.16,1200,194,1,2,240,0,0,7,1
1930,3.2,1206,130,1,0,142,0,1,5,0
1940,-2.18,1183,144,1,7,182,0,6,9,2
1950,4.83,1205,130,1,0,140,0,0,7,1
1960,-1.1,1195,138,1,4,148,0,4,5,0
1970,-1.54,1201,212,1,1,190,1,0,5,0
1980,2.71,1196,138,1,4,146,0,3,7,1
1990,-0.01,1195,174,1,2,186,0,3,5,0
2000,0.6,1189,190,1,5,294,0,2,7,1
2010,2.8,1152,274,1,12,418,1,9,21,8
2020,2.24,1176,242,1,6,410,2,5,9,2
2030,3.3,1202,90,0,0,302,0,1,5,0
2040,-0.03,1166,186,0,8,322,0,11,17,6
2050,-4.98,1181,198,0,4,310,0,5,7,1
2060,1.41,1170,270,0,5,406,0,8,9,2
2070,2.59,1191,116,0,3,344,0,2,5,0
2080,-0.43,1173,144,0,7,374,1,7,11,3
2090,0.79,1186,156,0,3,384,2,2,5,0
2100,0.71,1156,300,0,10,404,2,12,5,0
2110,-4.87,1180,210,0,5,368,1,4,9,2
2120,0.56,1167,150,0,10,454,3,7,13,4
2130,3.99,1198,132,0,1,300,0,0,5,0
2140,2.13,1193,154,0,2,322,1,1,9,2
2150,-3.28,1193,138,0,4,352,1,1,7,1
2160,-1.27,1196,194,0,2,332,0,1,5,0
2170,-1.45,1195,194,0,2,224,0,2,5,0
2180,-2.12,1196,132,0,1,282,0,1,5,0
2190,-2.86,1190,240,0,0,252,1,6,7,1
2200,1.35,1158,278,0,9,290,2,15,11,3
2210,1.86,1199,152,0,1,182,0,1,7,1
2220,-3.32,1177,86,0,8,198,0,9,7,1
2230,-2.22,1184,92,0,6,192,0,6,9,2
2240,-3.91,1147,148,0,14,316,1,13,23,9
2250,-3.23,1179,62,0,6,296,0,8,5,0
2260,4.9,1202,50,0,0,250,0,0,5,0
2270,-0.07,1199,52,0,1,264,0,2,5,0
2280,-0.44,1188,96,0,3,270,0,5,9,2
2290,-3.1,1201,52,0,1,262,0,1,7,1
2300,-2.47,1166,126,0,8,282,0,11,19,7
2310,1.26,1168,208,0,9,316,2,8,11,3
2320,-2.61,1196,140,0,0,302,0,1,7,1
2330,4.38,1202,162,0,1,260,0,0,5,0
2340,4.15,1205,50,0,0,260,0,0,5,0
2350,-2.68,1199,54,0,2,282,0,1,7,1
2360,-2.95,1203,52,0,1,182,0,1,7,1
2370,-1.0,1169,70,0,10,248,1,9,17,6
2380,-2.21,1196,56,0,3,234,0,2,5,0
2390,-3.41,1188,60,0,5,212,0,6,9,2
2400,-4.65,1189,78,0,4,328,0,4,7,1
2410,2.71,1193,96,0,3,264,2,2,5,0
2420,-1.45,1191,58,0,4,188,1,4,7,1
2430,3.3,1202,54,0,2,102,0,1,7,1
2440,-1.3,1183,80,0,5,234,0,7,7,1
2450,0.36,1199,74,0,2,226,0,3,5,0
2460,-0.35,1186,108,0,4,270,0,5,9,2
2470,-3.64,1198,82,0,1,300,0,0,7,1
2480,3.38,1200,120,0,0,300,0,0,5,0
2490,0.08,1197,114,0,2,300,1,0,5,0
2500,-4.13,1176,108,0,9,270,2,5,13,4
2510,-4.94,1194,114,0,2,244,1,2,7,1
2520,-1.46,1189,100,0,5,258,0,4,7,1
2530,1.73,1155,156,0,13,314,2,12,15,5
2540,1.32,1190,98,0,4,356,1,3,5,0
2550,-2.56,1192,116,0,3,324,1,2,7,1
2560,1.64,1158,136,0,13,400,2,10,15,5
2570,0.79,1171,142,0,11,394,2,7,7,1
2580,-4.34,1173,108,0,9,392,2,6,13,4
2590,4.65,1195,116,0,3,302,0,1,9,2
2600,2.75,1201,52,0,1,302,0,1,5,0
2610,-3.92,1193,56,0,3,308,0,4,9,2
2620,-4.29,1188,60,0,5,340,0,5,9,2
2630,-4.48,1184,82,0,6,312,0,6,9,2
2640,-1.75,1151,146,0,13,350,1,15,17,6
2650,-2.78,1171,194,0,7,364,1,7,9,2
2660,-2.75,1197,94,0,2,402,1,1,5,0
2670,3.14,1203,90,0,0,340,0,0,5,0
2680,-1.13,1180,188,0,4,342,0,6,11,3
2690,0.88,1196,192,0,1,304,0,2,5,0
2700,-3.46,1177,218,0,4,312,0,6,9,2
2710,1.23,1143,284,0,12,386,3,13,17,6
2720,1.93,1166,294,0,7,356,3,8,9,2
2730,4.37,1203,130,0,0,222,0,1,5,0
2740,0.18,1199,152,0,1,224,0,2,5,0
2750,4.3,1200,92,0,1,224,0,2,9,2
2760,0.33,1189,176,0,3,336,1,3,7,1
2770,3.53,1205,130,0,0,220,0,0,5,0
2780,-4.16,1180,144,0,7,292,0,6,11,3
2790,3.34,1204,130,0,0,300,1,0,5,0
2800,1.48,1173,150,0,10,374,4,7,7,1
2810,4.63,1207,90,0,0,260,0,0,5,0
2820,-4.31,1200,114,0,2,322,0,1,7,1
2830,0.74,1194,176,0,3,326,0,3,7,1
2840,2.0,1192,246,0,3,266,0,3,7,1
2850,1.06,1196,156,0,3,226,0,3,5,0
2860,-3.2,1203,120,0,0,320,1,0,5,0
2870,4.66,1197,212,0,1,322,1,1,7,1
2880,3.39,1201,270,0,0,302,0,1,5,0
2890,3.82,1196,212,0,1,320,1,0,9,2
2900,-4.92,1187,236,0,3,388,0,4,9,2
2910,2.31,1192,216,0,3,386,0,3,5,0
2920,-3.64,1193,214,0,2,384,0,2,7,1
2930,3.3,1198,210,0,0,440,0,0,5,0
2940,-2.4,1192,274,0,2,344,0,2,5,0
2950,-3.77,1191,244,0,2,344,0,2,7,1
2960,1.26,1198,150,0,0,342,0,1,5,0
2970,4.55,1200,130,0,0,340,0,0,5,0
2980,-0.92,1190,166,0,3,350,0,5,5,0
2990,3.73,1200,132,0,1,342,0,1,5,0
3000,1.02,1192,156,0,3,384,2,2,5,0
3010,-4.13,1179,192,0,6,392,0,6,7,1
3020,3.31,1199,130,0,0,420,0,0,5,0
3030,1.44,1174,276,0,3,452,1,6,13,4
3040,-1.52,1184,180,0,5,390,0,5,7,1
3050,-2.34,1174,204,0,7,456,0,8,5,0
3060,2.83,1196,162,0,1,444,0,2,5,0
3070,0.63,1198,190,0,0,382,0,1,5,0
3080,-0.63,1177,288,0,4,470,2,5,7,1
3090,-0.95,1197,232,0,1,400,1,0,5,0
3100,0.92,1183,278,0,4,478,0,4,7,1
3110,3.76,1200,230,0,0,410,0,0,5,0
3120,1.97,1165,286,0,8,448,1,9,15,5
3130,2.25,1165,266,0,8,396,1,8,15,5
3140,2.07,1201,150,0,0,222,0,1,5,0
3150,-1.89,1175,174,0,7,236,0,8,11,3
3160,3.62,1202,130,0,0,220,0,0,5,0
3170,1.92,1184,168,0,4,232,0,6,9,2
3180,1.28,1190,158,0,4,226,0,3,7,1
3190,-3.02,1191,136,0,3,284,0,2,7,1
3200,3.16,1198,92,0,1,382,0,1,5,0
3210,2.98,1194,96,0,3,382,0,1,7,1
3220,1.92,1197,134,0,2,322,0,1,5,0
3230,0.27,1191,136,0,3,402,1,1,5,0
3240,-2.1,1187,216,1,3,366,1,3,5,0
3250,-1.37,1163,248,1,9,358,0,9,17,6
3260,0.12,1192,252,1,1,266,0,3,5,0
3270,-4.18,1198,210,1,0,222,0,1,7,1
3280,-1.1,1189,212,1,1,364,0,2,7,1
3290,4.59,1196,212,1,1,330,0,0,5,0
3300,-2.55,1193,214,1,2,264,0,2,9,2
3310,-0.55,1189,284,1,2,346,1,3,5,0
3320,-1.78,1175,346,1,3,294,0,7,11,3
3330,1.16,1192,286,1,3,254,0,2,5,0
3340,1.53,1186,258,1,4,256,0,3,9,2
3350,-0.04,1195,310,1,0,224,0,2,5,0
3360,-1.8,1193,256,1,3,254,0,2,5,0
3370,-4.96,1201,212,1,1,142,0,1,7,1
3380,-3.16,1164,268,1,9,198,2,9,21,8
3390,-0.28,1171,324,1,7,292,2,6,7,1
3400,-0.78,1185,260,1,5,246,0,3,7,1
3410,-1.06,1196,322,1,1,160,1,0,5,0
3420,2.52,1187,336,1,3,186,0,3,7,1
3430,3.9,1199,290,1,0,210,0,0,5,0
3440,1.95,1194,272,1,1,262,2,1,5,0
3450,-0.47,1179,262,1,6,330,0,5,11,3
3460,3.89,1201,290,1,0,220,0,0,5,0
3470,-0.45,1183,322,1,6,248,1,4,5,0
3480,-4.32,1194,294,1,2,282,0,1,7,1
3490,-1.57,1197,254,1,2,214,0,2,5,0
3500,0.84,1190,296,1,3,228,0,4,9,2
3510,-3.94,1184,242,1,6,262,0,6,7,1
3520,1.88,1197,214,1,2,226,0,3,7,1
3530,0.33,1186,402,1,1,428,1,4,9,2
3540,1.52,1194,256,1,3,344,0,2,7,1
3550,3.48,1201,252,1,1,280,0,0,5,0
3560,1.81,1189,258,1,4,288,0,4,9,2
3570,-2.31,1195,332,1,1,284,0,2,5,0
3580,-2.53,1198,332,1,1,242,1,1,5,0
3590,2.13,1199,352,1,1,182,0,1,5,0
3600,4.92,1203,330,1,0,180,0,0,5,0
3610,1.46,1189,298,1,4,220,0,5,7,1
3620,0.07,1191,356,1,3,228,0,4,7,1
3630,-3.76,1199,292,1,1,282,0,1,7,1
3640,-1.54,1174,322,1,6,336,0,8,15,5
3650,0.66,1191,364,1,2,268,0,4,7,1
3660,0.65,1183,340,1,5,272,0,6,7,1
3670,-1.66,1197,294,1,2,264,0,2,5,0
3680,-4.98,1162,360,1,10,340,1,10,15,5
3690,-4.53,1194,258,1,4,304,0,2,7,1
3700,-1.99,1188,336,2,3,298,0,4,5,0
3710,-1.72,1194,234,1,2,206,1,3,5,0
3720,-2.77,1195,236,1,3,224,2,2,7,1
3730,4.81,1201,210,1,0,212,0,1,5,0
3740,-4.92,1199,212,1,1,262,0,1,7,1
3750,-1.7,1197,254,1,2,282,1,1,5,0
3760,1.93,1164,292,1,11,376,2,8,11,3
3770,-4.12,1130,330,1,20,432,4,16,19,7
3780,1.14,1188,220,1,5,286,1,3,9,2
3790,4.76,1196,274,1,2,260,0,0,7,1
3800,-3.89,1189,264,1,2,296,0,3,9,2
3810,-2.74,1190,264,1,2,224,0,2,7,1
3820,3.62,1202,310,1,0,220,0,0,5,0
3830,-3.22,1199,232,1,1,222,0,1,7,1
3840,-1.01,1197,214,1,2,244,1,2,5,0
3850,-3.19,1189,248,1,4,230,0,5,9,2
3860,0.18,1201,136,1,3,224,0,2,5,0
3870,-4.89,1182,184,1,7,256,1,8,7,1
3880,4.86,1196,284,1,2,224,0,2,5,0
3890,3.26,1206,130,1,0,220,0,0,5,0
3900,4.87,1199,132,1,1,312,0,1,7,1
3910,0.65,1202,132,1,1,244,0,2,5,0
3920,4.49,1208,130,1,0,180,0,0,5,0
3930,1.92,1190,142,1,6,168,1,4,5,0
3940,1.36,1194,138,1,4,148,0,4,5,0
3950,1.44,1194,138,1,4,152,0,6,5,0
3960,-4.08,1194,196,1,3,166,1,3,5,0
3970,-3.14,1185,160,1,5,230,1,5,9,2
3980,-3.7,1196,164,1,2,186,0,3,7,1
3990,-1.09,1198,164,1,2,184,0,2,5,0
4000,1.64,1193,138,1,4,244,0,2,7,1
4010,1.0,1160,292,1,11,300,2,10,13,4
4020,-1.45,1200,134,1,2,214,0,2,5,0
4030,-2.5,1189,230,1,5,276,0,3,7,1
4040,2.36,1153,268,1,14,426,3,8,19,7
4050,-2.69,1192,136,1,3,266,0,3,7,1
4060,3.52,1203,160,1,0,302,0,1,5,0
4070,0.69,1169,180,1,10,408,0,9,13,4
4080,3.02,1203,134,1,2,310,1,0,5,0
4090,1.53,1202,132,1,1,350,0,0,7,1
4100,1.99,1201,192,1,1,322,0,1,5,0
4110,-1.91,1168,304,1,7,360,1,10,11,3
4120,0.46,1195,176,1,3,306,0,3,7,1
4130,-4.13,1202,132,1,1,262,0,1,7,1
4140,0.64,1200,134,1,2,224,0,2,5,0
4150,1.52,1181,174,1,7,234,0,7,13,4
4160,4.28,1205,190,1,0,220,0,0,5,0
4170,0.26,1185,144,1,7,314,0,7,5,0
4180,1.54,1185,258,1,4,312,0,6,7,1
4190,1.74,1172,236,1,8,378,0,9,15,5
4200,0.95,1193,196,1,3,326,1,3,7,1
4210,2.53,1199,132,1,1,382,2,1,5,0
4220,2.61,1179,192,1,6,356,0,8,9,2
4230,2.41,1202,134,1,2,242,1,1,7,1
4240,2.95,1180,166,1,8,274,0,7,11,3
4250,-2.35,1192,180,1,5,228,0,4,9,2
4260,-4.64,1179,176,1,8,254,1,7,11,3
4270,3.19,1204,160,1,0,182,0,1,7,1
4280,1.95,1197,138,1,4,254,2,2,5,0
4290,1.47,1198,132,1,1,234,1,2,7,1
4300,-2.79,1189,142,1,6,260,0,5,7,1
4310,3.7,1207,130,1,0,222,0,1,5,0
4320,3.6,1205,132,1,1,222,0,1,5,0
4330,1.69,1203,162,1,1,212,0,1,5,0
4340,1.67,1201,166,1,3,270,0,0,7,1
4350,0.02,1186,190,1,5,210,1,5,11,3
4360,3.5,1206,170,1,0,142,0,1,5,0
4370,2.47,1192,242,1,6,150,0,5,7,1
4380,4.16,1211,50,0,0,260,0,0,5,0
4390,-0.47,1192,64,0,7,272,0,6,7,1
4400,0.25,1182,66,0,8,278,0,9,13,4
4410,1.83,1203,54,0,2,296,0,3,9,2
4420,1.26,1173,72,0,11,316,0,13,13,4
4430,0.48,1135,90,0,20,412,1,21,31,13
4440,2.17,1183,116,0,8,364,1,7,9,2
4450,0.82,1146,268,0,14,430,2,15,23,9
4460,4.59,1213,50,0,0,140,0,0,5,0
4470,-2.51,1177,98,0,9,160,0,10,17,6
4480,1.0,1187,66,0,8,212,1,6,9,2
4490,1.69,1186,82,0,6,252,1,6,9,2
4500,0.05,1193,98,0,4,308,0,4,5,0
4510,1.07,1196,58,0,4,208,0,4,7,1
4520,0.59,1189,62,0,6,182,0,6,9,2
4530,-1.62,1207,56,0,3,180,1,0,5,0
4540,-1.28,1171,94,0,12,238,1,9,17,6
4550,4.19,1212,50,0,0,140,0,0,5,0
4560,-2.76,1187,64,0,7,156,0,8,9,2
4570,3.12,1208,72,0,1,140,0,0,5,0
4580,-3.08,1202,58,0,4,144,0,2,7,1
4590,-0.01,1194,60,0,5,290,0,5,7,1
4600,-2.25,1201,56,0,3,282,0,1,5,0
4610,-4.54,1195,106,0,3,384,1,2,7,1
4620,2.76,1203,54,0,2,322,1,1,5,0
4630,-1.02,1191,90,0,5,328,1,4,9,2
4640,4.45,1208,110,0,0,262,0,1,5,0
4650,3.49,1210,92,0,1,210,0,0,5,0
4660,1.86,1204,94,0,2,284,0,2,5,0
4670,-2.88,1188,172,0,6,262,0,6,7,1
4680,3.57,1208,250,0,0,220,0,0,5,0
4690,0.46,1204,134,0,2,212,0,1,5,0
4700,1.97,1201,164,0,2,186,0,3,5,0
4710,0.61,1201,56,0,3,226,0,3,7,1
4720,2.06,1189,88,0,4,268,2,4,13,4
4730,-1.88,1198,56,0,3,228,0,4,5,0
4740,-2.43,1183,82,0,6,252,1,6,13,4
4750,-1.63,1204,54,0,2,222,0,1,5,0
4760,-1.28,1178,86,0,8,284,1,7,13,4
4770,-4.14,1191,96,0,3,336,1,3,9,2
4780,0.74,1198,54,0,2,276,1,3,5,0
4790,-0.16,1208,52,0,1,142,0,1,5,0
4800,-3.58,1178,66,0,8,180,1,10,11,3
4810,4.52,1204,52,0,1,262,0,1,7,1
4820,2.14,1181,84,0,7,306,0,8,7,1
4830,-3.73,1146,238,0,14,402,1,16,17,6
4840,-2.85,1200,112,0,1,322,0,1,9,2
4850,4.06,1203,112,0,1,262,0,1,5,0
4860,2.28,1201,54,0,2,268,0,4,5,0
4870,0.06,1200,56,0,3,264,0,2,5,0
4880,3.62,1206,50,0,0,340,0,0,5,0
4890,-3.24,1171,70,0,10,360,0,10,15,5
4900,-4.19,1196,58,0,4,402,0,1,7,1
4910,1.88,1200,52,0,1,462,0,1,5,0
4920,-4.94,1187,78,0,4,378,0,4,9,2
4930,-3.82,1176,102,0,6,354,0,7,13,4
4940,-4.36,1141,208,0,14,460,0,15,23,9
4950,-1.99,1190,156,0,3,406,0,3,5,0
4960,-1.6,1157,194,0,12,454,0,12,11,3
4970,4.99,1195,150,0,0,362,1,1,5,0
4980,3.11,1196,204,1,2,380,0,0,5,0
4990,-3.29,1187,198,1,4,308,0,4,9,2
5000,-4.44,1175,202,1,6,362,1,6,13,4
5010,-4.36,1191,224,1,2,384,0,2,7,1
5020,-0.86,1195,194,1,2,412,0,1,5,0
5030,-3.51,1195,134,1,2,412,0,1,7,1
5040,-3.31,1196,134,1,2,480,2,0,7,1
5050,-3.77,1185,264,1,2,498,1,4,9,2
5060,-4.7,1167,334,1,7,610,5,5,9,2
5070,-3.76,1184,180,1,5,388,1,4,9,2
5080,3.34,1199,170,1,0,402,0,1,5,0
5090,-3.25,1188,178,1,4,378,0,4,9,2
5100,2.23,1192,314,1,2,374,0,2,7,1
5110,0.2,1196,412,3,1,302,0,1,5,0
5120,1.03,1164,432,3,11,322,0,11,9,2
5130,-1.14,1194,472,3,1,384,0,2,5,0
5140,4.33,1196,410,3,0,500,0,0,5,0
5150,-0.11,1187,442,3,1,504,0,2,7,1
5160,3.86,1196,410,3,0,402,0,1,5,0
5170,-0.08,1165,506,3,8,440,1,10,7,1
5180,4.11,1198,410,3,0,370,0,0,5,0
5190,-1.21,1164,430,3,10,464,2,7,13,4
5200,-0.39,1189,416,3,3,402,0,1,7,1
5210,-3.18,1193,412,3,1,304,0,2,5,0
5220,0.53,1188,454,3,2,324,1,2,7,1
5230,0.85,1178,402,2,6,388,1,4,5,0
5240,-1.75,1145,480,2,15,408,1,14,11,3
5250,-1.06,1162,466,2,8,336,1,8,9,2
5260,-1.14,1162,584,3,7,346,0,8,13,4
5270,-1.17,1186,458,3,4,326,1,3,5,0
5280,4.68,1192,456,3,3,400,0,0,5,0
5290,0.74,1191,454,3,2,344,0,2,7,1
